"V1" "V2"
"1" 1.23959987069845 -0.561756042766596
"2" 0.190162183604142 1.30079702454818
"3" 2.08932120656622 1.13045162798543
"4" 1.50026540802818 2.5315019538006
"5" 1.51842499392997 1.25804815653417
"6" 1.19839853014418 1.37622910309229
"7" -0.875457056573748 1.04315032718947
"8" -0.110534595392307 1.17023808657908
"9" -1.45231465318884 -0.296794947656614
"10" 1.5581566204843 -0.111487730610526
"11" 0.909053377955498 1.33570836782493
"12" -0.161439979337089 1.52538042404496
"13" 0.526593422696639 -0.0464273718098264
"14" 2.54497398658773 1.08365593478652
"15" -0.188794407323582 -0.102010434019990
"16" 1.37682648688165 0.893420830407894
"17" 0.914716118471324 -0.280049414206847
"18" 1.62699858262549 -0.438579458657224
"19" 2.19748058384167 1.06853108664247
"20" 3.30224567054618 0.211782652567946
"21" 0.919091503647561 1.43538500785234
"22" 1.73580173633513 0.557261413461677
"23" -0.118625050373004 -1.62731487830818
"24" 0.718626572637018 1.60760352118863
"25" -0.247748356459431 -1.31913902386201
"26" 0.0576951887794352 -0.640611318217289
"27" -0.0695484289446285 0.838823863426569
"28" -1.61697200983419 -1.42059925453617
"29" -0.556622042390497 2.20059765979755
"30" 1.69560305585115 -2.54690880412936
"31" -0.0133589339886521 0.0448959517073274
"32" -1.18934796893972 -2.02495607287776
"33" 1.67899592376453 -0.221309860420845
"34" -0.463071051144553 -4.45048084805084
"35" 0.717084447046278 0.720774733861866
"36" 2.02418701150261 1.28782431568437
"37" 1.44492383468914 -0.60417517171787
"38" 1.93066508568156 -0.347752361037394
"39" -1.07485379596348 0.683365406210132
"40" -0.642131219511748 -0.00714419027325719
"41" -0.0907629946165592 -0.83527122580982
"42" 1.29502106413834 0.260330490130221
"43" 3.03014464235303 1.62246437870000
"44" 0.126863762458629 -2.57732955480071
"45" -2.10960669347968 0.355871176818847
"46" 0.234870013429168 2.20482371576876
"47" 1.07963328786835 1.31980685231836
"48" 1.02900506080438 0.279792115301449
"49" -1.31616555795609 -1.26401418162577
"50" 0.698886743451936 0.664058949798681
"51" 2.7770708340226 0.0844532268124596
"52" -0.514807485569734 3.05006426846482
"53" 1.08758063840983 0.800841498373639
"54" 2.50754577653587 -1.83878628799389
"55" -0.696981636229638 -0.487140574755538
"56" 2.19582132575536 3.21683711545006
"57" -1.24688744865854 -2.41344820117748
"58" 4.24662325265559 1.40870434607046
"59" -0.837792242127955 -1.98476672102285
"60" 1.79464086873016 0.834353925175114
"61" 1.02679486355902 0.182928831800629
"62" 0.473813190186944 -0.310879235788314
"63" 0.928197498517857 0.238344301084656
"64" 1.64834864469105 0.454209937403991
"65" 1.66340612265332 1.65565071643906
"66" 0.0387329953657711 0.51403340504042
"67" 0.841746080767171 -2.10256003049487
